unit,facility,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 
HAB_P,HBEDI_PSY,EL42	: 	: 	: 	: 	: 	: 	1059.58 	959.41 	1086.78 	1086.74 	1013.28 	443.83 	: 	: 	: 	: 	442.21 	438.17 	521.42 	424.39 	371.50 	394.10 	467.63 	461.07 	453.61 	384.39 	331.61 	278.15 	273.40 
HAB_P,HBEDI_PSY,EL43	: 	: 	: 	: 	: 	: 	6132.65 	5441.39 	7783.79 	6771.25 	2585.41 	6721.81 	3166.91 	3141.48 	3117.68 	2889.69 	2855.86 	1667.01 	1223.84 	1168.96 	1169.52 	1137.08 	1130.05 	1123.49 	1115.44 	1176.53 	1168.00 	1108.31 	1100.11 
HAB_P,HBEDI_PSY,EL51	: 	: 	: 	: 	: 	: 	767.42 	765.89 	938.61 	1210.08 	1223.65 	1885.32 	2273.79 	1970.86 	1961.65 	2088.54 	2233.75 	3546.93 	3531.54 	4219.91 	4192.04 	2860.38 	2856.34 	3129.24 	2816.79 	2956.29 	2949.34 	2877.67 	2871.52 
HAB_P,HBEDI_PSY,EL52	: 	: 	: 	: 	: 	: 	1207.55 	1229.68 	1219.16 	1130.00 	1081.51 	1225.27 	855.84 	856.86 	895.75 	975.67 	989.18 	1096.46 	1045.95 	970.86 	900.83 	788.66 	812.32 	786.75 	791.59 	856.02 	809.02 	976.60 	831.06 
HAB_P,HBEDI_PSY,EL53	: 	: 	: 	: 	: 	: 	749.68 	756.31 	762.98 	807.69 	814.23 	817.64 	780.82 	781.16 	869.02 	782.11 	783.17 	783.97 	784.64 	784.66 	880.09 	814.15 	818.24 	822.02 	823.96 	992.17 	1007.88 	972.09 	972.75 
HAB_P,HBEDI_PSY,EL54	: 	: 	: 	: 	: 	: 	9134.81 	9716.97 	8343.59 	3868.34 	7688.22 	7694.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5054.49 	5034.82 	5019.57 	4993.84 	4973.95 	3297.79 	: 	3317.35 
HAB_P,HBEDI_PSY,EL61	: 	: 	: 	: 	: 	: 	450.46 	509.82 	593.61 	519.35 	672.76 	672.06 	605.74 	579.12 	568.91 	462.03 	649.46 	584.78 	676.17 	703.02 	654.12 	687.87 	795.71 	787.91 	844.33 	919.77 	899.66 	1057.46 	1056.70 
HAB_P,HBEDI_PSY,EL62	: 	: 	: 	: 	: 	: 	10330.00 	10368.08 	7998.17 	8026.38 	10458.80 	1645.26 	1197.80 	10391.73 	575.91 	574.79 	574.15 	574.40 	575.41 	577.07 	574.13 	549.67 	547.71 	535.50 	525.11 	535.31 	526.78 	491.84 	489.60 
HAB_P,HBEDI_PSY,EL63	: 	: 	: 	: 	: 	: 	19728.25 	19867.50 	12145.63 	7448.47 	26516.13 	19210.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13089.73 	9191.27 	9577.90 	14766.00 	14755.35 	14754.58 	: 	: 
HAB_P,HBEDI_PSY,EL64	: 	: 	: 	: 	: 	: 	50617.41 	50771.23 	: 	112176.30 	561681.50 	560674.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	111014.50 	110703.70 	110498.50 	36743.47 	36726.33 	36784.13 	: 	: 
HAB_P,HBEDI_PSY,EL65	: 	: 	: 	: 	: 	: 	3638.93 	3698.06 	3855.32 	3868.12 	3877.13 	1332.66 	1399.57 	1396.50 	1394.51 	1393.58 	1394.47 	1398.17 	1403.74 	1411.38 	1407.95 	1364.75 	1360.75 	1357.58 	1321.44 	1320.95 	1321.18 	1457.40 	1457.32 
HAB_P,HBEDI_PSY,ES	: 	: 	: 	: 	: 	: 	2786.47 	2802.42 	2753.86 	2786.93 	2690.07 	2523.81 	2466.64 	2454.03 	2436.26 	2194.84 	2197.49 	2112.51 	2067.92 	1992.19 	1978.04 	1941.88 	1894.76 	1906.33 	1798.07 	1729.00 	1680.45 	1636.63 	1613.83 
HAB_P,HBEDI_PSY,ES11	: 	: 	: 	: 	: 	: 	3020.35 	2989.03 	2924.21 	2823.42 	3050.23 	2206.00 	2402.40 	2382.33 	2449.13 	2370.53 	2424.73 	2250.32 	2227.28 	2217.56 	2180.61 	2211.51 	2269.45 	2225.10 	2256.63 	2156.76 	2253.71 	2182.89 	2110.27 
HAB_P,HBEDI_PSY,ES12	: 	: 	: 	: 	: 	: 	5873.03 	6508.80 	6405.94 	6570.87 	6847.70 	7035.85 	5883.55 	7205.89 	6936.25 	7548.85 	7539.86 	7482.98 	7811.54 	4764.83 	5114.51 	4133.99 	3690.53 	3678.48 	3604.03 	3475.74 	3475.50 	3355.71 	3087.27 
HAB_P,HBEDI_PSY,ES13	: 	: 	: 	: 	: 	: 	2154.73 	2015.53 	2066.17 	2059.96 	2047.15 	1848.56 	1838.82 	1844.32 	1756.85 	1758.94 	1799.56 	1825.67 	1865.86 	1755.60 	1657.15 	1057.08 	1115.49 	1042.62 	1099.75 	1110.22 	1150.20 	1090.08 	1099.83 
HAB_P,HBEDI_PSY,ES21	: 	: 	: 	: 	: 	: 	1241.16 	1206.76 	1194.77 	1190.42 	1176.68 	1151.10 	1121.48 	1111.72 	1085.82 	1064.91 	1055.99 	1055.12 	1050.51 	1026.94 	1023.05 	1020.95 	1010.51 	1015.22 	1021.41 	1030.20 	1051.88 	1042.80 	1042.82 
HAB_P,HBEDI_PSY,ES22	: 	: 	: 	: 	: 	: 	1907.02 	2142.85 	2191.41 	2351.03 	2086.79 	1417.55 	1707.74 	1404.06 	1472.88 	2333.93 	1493.02 	1469.25 	1463.22 	1431.74 	1422.46 	1463.35 	1438.59 	1328.25 	943.76 	1004.63 	947.23 	1097.57 	966.85 
HAB_P,HBEDI_PSY,ES23	: 	: 	: 	: 	: 	: 	1702.12 	1708.67 	1722.47 	1738.04 	6827.76 	1741.28 	1738.38 	1400.85 	1375.14 	1482.57 	1458.13 	1429.92 	1397.30 	1365.52 	1342.97 	1332.87 	1326.44 	1320.60 	1314.58 	1308.89 	1303.72 	1172.94 	1167.70 
HAB_P,HBEDI_PSY,ES24	: 	: 	: 	: 	: 	: 	1383.35 	1686.36 	1674.79 	1680.53 	1359.05 	1356.49 	1366.72 	1322.21 	1351.74 	1271.19 	1466.73 	1265.41 	1251.70 	1227.55 	1213.24 	1111.11 	1040.72 	1041.18 	1018.44 	960.51 	952.83 	939.08 	929.82 
HAB_P,HBEDI_PSY,ES30	: 	: 	: 	: 	: 	: 	3334.09 	3015.97 	2728.86 	2749.50 	2784.49 	2936.48 	3070.87 	2970.60 	2969.87 	2309.63 	2291.54 	2495.23 	2157.65 	2104.77 	2048.62 	2032.78 	2017.91 	1974.32 	1772.70 	1757.70 	1749.11 	1723.79 	1714.42 
HAB_P,HBEDI_PSY,ES41	: 	: 	: 	: 	: 	: 	2283.58 	2287.84 	2141.01 	2225.46 	2241.18 	2102.68 	2241.24 	2403.63 	2382.62 	1201.75 	1197.09 	1013.07 	1001.37 	1012.43 	1000.86 	1021.60 	1013.60 	1049.29 	886.00 	870.03 	777.37 	751.79 	709.20 
HAB_P,HBEDI_PSY,ES42	: 	: 	: 	: 	: 	: 	3508.25 	3567.21 	3619.45 	3918.23 	3527.68 	3294.12 	3453.32 	3490.86 	3308.30 	3459.66 	3465.69 	3322.19 	2995.62 	2816.95 	2858.11 	2631.37 	2493.74 	2379.23 	2380.27 	2348.42 	2144.81 	2075.25 	2023.56 
HAB_P,HBEDI_PSY,ES43	: 	: 	: 	: 	: 	: 	1746.86 	1355.67 	1359.77 	1924.35 	1239.68 	1376.19 	1410.22 	1402.02 	1402.80 	1236.70 	1239.90 	1165.10 	1141.10 	1156.19 	1163.08 	1134.39 	1123.75 	1131.30 	1111.21 	1125.04 	1027.88 	887.44 	902.95 
HAB_P,HBEDI_PSY,ES51	: 	: 	: 	: 	: 	: 	1739.34 	1753.87 	1773.47 	1723.67 	1713.66 	1685.46 	1447.09 	1423.71 	1384.53 	1321.13 	1334.01 	1327.82 	1344.44 	1297.37 	1269.28 	1264.85 	1223.26 	1288.01 	1262.35 	1141.76 	1134.91 	1118.77 	1121.71 
HAB_P,HBEDI_PSY,ES52	: 	: 	: 	: 	: 	: 	5371.07 	5629.18 	5579.93 	5048.82 	7795.05 	4779.34 	4703.26 	4678.65 	4736.96 	4750.83 	5053.66 	5072.69 	5054.21 	5014.34 	5134.07 	5399.08 	4242.84 	4474.54 	4298.39 	3651.97 	3549.97 	3544.68 	3439.38 
HAB_P,HBEDI_PSY,ES53	: 	: 	: 	: 	: 	: 	3938.15 	3973.07 	3905.18 	3672.47 	3703.34 	3763.57 	3818.88 	3746.50 	3531.10 	3798.99 	3550.96 	3431.64 	3415.16 	2244.85 	2193.14 	2128.86 	1763.12 	1667.12 	1624.34 	1602.45 	1600.94 	1302.41 	1297.49 
HAB_P,HBEDI_PSY,ES61	: 	: 	: 	: 	: 	: 	5260.92 	6100.47 	6049.77 	6085.26 	4560.56 	4498.40 	4492.91 	4904.37 	4998.50 	4910.90 	4982.90 	4427.28 	4466.37 	4180.41 	4583.94 	4958.94 	4865.84 	4721.15 	4641.90 	4595.84 	4420.07 	4445.62 	4827.24 
HAB_P,HBEDI_PSY,ES62	: 	: 	: 	: 	: 	: 	4695.91 	4673.44 	4793.09 	5058.66 	5617.31 	5109.86 	5044.13 	5002.36 	5253.33 	5049.49 	4862.41 	5374.09 	6085.61 	6479.47 	6753.48 	6610.20 	7310.66 	6210.01 	5732.77 	6519.01 	6631.96 	5881.42 	5510.58 
HAB_P,HBEDI_PSY,ES63	: 	: 	: 	: 	: 	: 	10584.00 	7698.45 	7050.54 	7016.00 	6894.42 	8939.72 	9763.81 	8454.28 	9338.19 	9185.50 	6032.67 	5979.79 	5943.63 	5915.71 	5918.79 	3945.50 	3721.11 	5417.62 	3507.53 	2687.02 	3310.79 	3292.26 	1675.68 
HAB_P,HBEDI_PSY,ES64	: 	: 	: 	: 	: 	: 	14111.17 	14036.67 	13957.50 	13784.33 	13388.17 	11065.36 	12451.17 	18076.13 	10015.07 	17009.75 	11001.75 	10804.75 	10844.50 	10940.33 	7312.33 	4080.50 	6442.00 	10594.33 	6967.22 	6869.33 	5076.29 	4000.30 	3473.15 
HAB_P,HBEDI_PSY,ES70	: 	: 	: 	: 	: 	: 	4235.94 	4492.57 	4577.09 	4468.20 	4378.49 	4372.38 	4453.67 	4405.09 	4611.28 	3861.14 	3715.62 	3213.88 	3201.38 	2882.96 	2688.26 	2254.76 	2731.29 	2822.81 	2256.97 	2206.98 	2014.49 	2021.70 	1984.50 
HAB_P,HBEDI_PSY,FI	: 	: 	: 	: 	: 	: 	1607.84 	1647.02 	1573.78 	1453.41 	1407.96 	1328.88 	1243.04 	1175.79 	1131.28 	1084.04 	1071.29 	1034.67 	1019.36 	989.65 	990.46 	970.96 b	942.78 	918.14 	878.60 	820.33 	782.08 	738.94 	696.13 
HAB_P,HBEDI_PSY,FI19	: 	: 	: 	: 	: 	: 	1615.71 	1675.81 	1572.04 	1470.78 	1431.36 	1342.83 	1222.77 	1148.41 	1095.32 	1053.30 	1012.41 	977.77 	977.41 	971.68 	958.87 	931.63 b	907.81 	837.27 	805.16 	677.01 	690.30 	657.95 	619.39 
HAB_P,HBEDI_PSY,FI1B	: 	: 	: 	: 	: 	: 	1767.35 	1832.68 	1715.08 	1572.10 	1494.36 	1367.65 	1290.19 	1319.73 	1228.63 	1186.80 	1203.78 	1128.74 	1095.24 	1038.35 	1057.63 	993.52 b	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FI1C	: 	: 	: 	: 	: 	: 	2005.35 	2151.47 	2207.81 	1923.52 	1840.88 	1664.72 	1540.98 	1338.58 	1303.33 	1233.07 	1210.76 	1211.06 	1149.26 	1092.41 	1062.21 	1089.81 b	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FI1D	: 	: 	: 	: 	: 	: 	1232.88 	1212.17 	1156.03 	1095.10 	1080.57 	1077.77 	1031.59 	966.86 	956.07 	917.83 	918.47 	889.59 	901.96 	889.23 	895.80 	886.42 b	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FI20	: 	: 	: 	: 	: 	: 	2631.77 	2399.25 	2198.73 	2030.54 	2348.38 	2143.88 	1839.67 	1820.30 	2079.85 	1789.63 	1332.40 	1149.50 	1011.62 	933.30 	2353.82 	: b	1350.82 	1020.34 	937.94 	1009.18 	899.29 	866.55 	863.71 
HAB_P,HBEDI_PSY,FR	: 	: 	: 	: 	: 	: 	: 	1146.02 	1135.90 	1135.65 	1143.60 	1132.25 	1129.06 	1118.84 	1107.32 	1093.67 	1075.38 	1059.39 	1041.75 	1017.50 	988.29 	967.27 	900.76 	862.61 	817.06 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR10	: 	: 	: 	: 	: 	: 	: 	1350.53 	1400.31 	1394.41 	1445.08 	1429.21 	1424.08 	1418.11 	1405.32 	1393.95 	1390.04 	1391.48 	1386.05 	1351.12 	1343.97 	1292.98 	1194.45 	1141.56 	1126.33 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR21	: 	: 	: 	: 	: 	: 	: 	1303.58 	1319.36 	1335.13 	1386.18 	1374.47 	1376.87 	1369.48 	1342.77 	1376.33 	1383.39 	1407.04 	1374.59 	1375.63 	1303.94 	1263.60 	1187.12 	1079.29 	1022.87 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR22	: 	: 	: 	: 	: 	: 	: 	1052.94 	1035.22 	1040.96 	1032.95 	1006.56 	978.02 	962.62 	960.38 	951.05 	934.17 	911.66 	898.40 	883.98 	865.65 	863.02 	762.48 	758.02 	710.79 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR23	: 	: 	: 	: 	: 	: 	: 	1406.48 	1403.76 	1419.05 	1578.81 	1547.28 	1611.02 	1578.35 	1564.60 	1575.92 	1564.76 	1517.44 	1513.76 	1513.07 	1484.47 	1446.96 	1431.76 	1453.02 	1421.15 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR24	: 	: 	: 	: 	: 	: 	: 	1118.93 	1057.95 	1128.38 	1125.86 	1122.94 	1128.36 	1107.51 	1079.49 	1091.37 	1088.53 	1080.71 	1078.08 	1036.65 	1009.98 	1009.43 	926.92 	923.61 	901.56 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR25	: 	: 	: 	: 	: 	: 	: 	1358.52 	1348.26 	1344.82 	1345.89 	1352.83 	1306.29 	1266.51 	1233.72 	1227.17 	1212.17 	1188.46 	1142.43 	1125.28 	1038.42 	1006.10 	977.65 	930.77 	870.14 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR26	: 	: 	: 	: 	: 	: 	: 	955.69 	953.90 	963.00 	968.69 	984.08 	1006.91 	1002.15 	1006.30 	976.86 	952.32 	944.37 	933.03 	861.49 	863.34 	838.56 	821.94 	816.22 	804.50 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR30	: 	: 	: 	: 	: 	: 	: 	1250.22 	1251.82 	1256.04 	1267.66 	1280.53 	1284.43 	1287.17 	1286.56 	1277.05 	1225.86 	1260.79 	1247.15 	1238.67 	1145.13 	1111.28 	1029.53 	1028.95 	954.82 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR41	: 	: 	: 	: 	: 	: 	: 	1097.45 	1100.37 	1062.70 	1064.42 	1060.35 	1038.21 	1035.38 	1034.03 	981.86 	965.70 	962.93 	949.83 	939.20 	922.09 	918.66 	848.60 	843.22 	812.36 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR42	: 	: 	: 	: 	: 	: 	: 	1494.91 	1420.32 	1392.10 	1382.05 	1382.95 	1361.16 	1321.89 	1313.38 	1310.34 	1290.62 	1278.29 	1273.44 	1256.24 	1170.03 	1146.05 	1163.50 	1046.23 	1037.74 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR43	: 	: 	: 	: 	: 	: 	: 	1027.81 	1020.44 	1002.04 	981.25 	954.89 	955.87 	951.12 	944.15 	907.03 	885.26 	876.62 	861.64 	833.00 	819.95 	786.64 	734.99 	644.68 	566.15 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR51	: 	: 	: 	: 	: 	: 	: 	1493.22 	1411.07 	1445.40 	1411.73 	1400.90 	1361.13 	1349.91 	1336.03 	1276.33 	1260.24 	1210.83 	1141.80 	1110.39 	1091.38 	1040.91 	975.12 	998.82 	947.28 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR52	: 	: 	: 	: 	: 	: 	: 	919.97 	917.10 	914.13 	864.57 	842.77 	833.66 	820.55 	820.04 	796.16 	760.82 	738.94 	720.66 	688.31 	661.48 	599.22 	544.00 	515.51 	496.86 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR53	: 	: 	: 	: 	: 	: 	: 	1230.54 	1230.27 	1204.10 	1195.22 	1174.88 	1176.98 	1171.88 	1156.45 	1143.20 	1130.08 	1115.62 	1091.07 	1086.27 	1055.88 	1021.75 	1011.10 	1034.37 	956.38 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR61	: 	: 	: 	: 	: 	: 	: 	950.44 	919.92 	946.78 	957.01 	936.56 	918.73 	872.58 	883.38 	870.68 	835.98 	809.75 	777.70 	784.90 	737.68 	737.75 	680.02 	664.63 	632.75 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR62	: 	: 	: 	: 	: 	: 	: 	923.51 	903.92 	899.20 	915.52 	909.33 	896.17 	887.17 	888.13 	870.53 	866.82 	847.96 	825.23 	836.72 	780.04 	759.29 	704.27 	662.50 	637.02 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR63	: 	: 	: 	: 	: 	: 	: 	813.75 	829.01 	822.82 	840.74 	798.62 	805.95 	809.24 	813.74 	813.70 	825.83 	825.59 	794.10 	803.61 	755.80 	687.04 	675.86 	669.84 	630.70 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR71	: 	: 	: 	: 	: 	: 	: 	1181.99 	1172.97 	1154.29 	1175.48 	1142.43 	1158.67 	1148.93 	1131.43 	1117.33 	1125.15 	1089.85 	1079.06 	1034.71 	1022.51 	1004.43 	965.30 	957.04 	921.24 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR72	: 	: 	: 	: 	: 	: 	: 	829.12 	827.18 	845.32 	832.24 	799.66 	799.09 	797.45 	785.33 	781.30 	747.26 	727.66 	745.36 	724.17 	704.37 	678.76 	640.04 	622.98 	574.53 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR81	: 	: 	: 	: 	: 	: 	: 	920.41 	906.60 	922.84 	919.57 	917.11 	924.14 	915.48 	904.43 	908.20 	897.26 	855.07 	829.57 	790.87 	786.46 	742.65 	712.99 	679.28 	664.16 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR82	: 	: 	: 	: 	: 	: 	: 	986.51 	976.72 	965.37 	954.06 	972.00 	978.63 	982.70 	954.65 	942.66 	928.30 	909.83 	904.50 	872.85 	867.92 	952.00 	842.86 	833.68 	812.32 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR83	: 	: 	: 	: 	: 	: 	: 	941.47 	900.03 	862.42 	854.67 	845.77 	847.61 	852.44 	857.80 	862.39 	847.69 	832.94 	818.31 	803.95 	767.47 	775.89 	724.71 	664.47 	663.12 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR91	: 	: 	: 	: 	: 	: 	: 	: 	1497.58 	1463.34 	1553.12 	1583.16 	1578.44 	1574.64 	1548.74 	1646.69 	1223.43 	1391.90 	1408.24 	1389.31 	1250.82 	1273.87 	1172.29 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR92	: 	: 	: 	: 	: 	: 	: 	: 	1157.64 	1150.89 	1189.66 	1210.15 	1254.88 	1588.19 	1291.27 	1371.49 	1368.47 	1579.67 	1571.06 	1561.96 	1551.69 	1540.23 	1033.02 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR93	: 	: 	: 	: 	: 	: 	: 	: 	2580.44 	2524.56 	2818.91 	2756.95 	2699.46 	2641.28 	2573.20 	2493.96 	2411.67 	2335.55 	2249.76 	2151.37 	2055.07 	: 	1961.59 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FR94	: 	: 	: 	: 	: 	: 	: 	: 	2137.86 	2267.73 	2663.37 	2523.76 	2527.01 	2476.55 	2237.93 	2380.77 	2348.74 	2318.03 	2154.52 	2232.11 	2199.43 	2163.66 	2191.56 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FRA1	: 	: 	: 	: 	: 	: 	: 	1540.72 	1489.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FRA2	: 	: 	: 	: 	: 	: 	: 	1155.27 	1162.33 	1151.66 	1186.41 	1209.94 	1254.88 	1588.19 	1291.27 	1371.49 	1368.47 	1579.67 	1571.06 	1561.96 	1551.69 	1540.23 	1033.02 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FRA3	: 	: 	: 	: 	: 	: 	: 	2667.72 	2585.71 	2519.61 	2840.46 	2777.32 	2699.46 	2641.28 	2573.20 	2493.96 	2411.67 	2335.55 	2249.76 	2151.37 	2055.07 	: 	1961.59 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FRA4	: 	: 	: 	: 	: 	: 	: 	2149.10 	2129.28 	2261.58 	2655.79 	2522.50 	2527.01 	2476.55 	2237.93 	2380.77 	2348.74 	2318.03 	2154.52 	2232.11 	2199.43 	2163.66 	2191.56 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,FX	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1130.90 	1119.14 	1115.66 	1104.30 	1094.75 	1080.11 	1063.69 	1046.31 	1029.16 	1004.86 	976.38 	954.17 	890.87 	865.95 	831.27 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,HR	: 	: 	: 	: 	: 	: 	1062.89 	1012.20 	1020.50 	993.73 	1031.28 	1001.95 	1027.27 b	1023.48 	1008.83 	1043.55 	1027.57 	1029.46 	1014.98 	964.48 	943.29 	963.10 	988.74 	996.29 	960.18 	950.98 	960.90 	971.60 	936.77 
HAB_P,HBEDI_PSY,HR03	: 	: 	: 	: 	: 	: 	1052.11 	985.31 	994.24 	979.27 	980.55 	973.64 	985.72 b	974.16 	971.39 	967.85 	975.80 	984.10 	969.99 	982.23 	1004.07 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,HR04	: 	: 	: 	: 	: 	: 	1068.34 	1026.08 	1033.99 	1001.01 	1058.21 	1016.46 	1048.92 b	1049.39 	1028.07 	1084.47 	1054.36 	1052.53 	1037.72 	956.37 	917.39 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,HU	: 	: 	: 	: 	: 	: 	1128.40 e	1119.79 e	1114.21 e	1116.65 e	1114.84 	1117.32 	1114.12 	1139.41 	1070.11 b	1047.14 	1034.36 	1030.71 	1021.74 	1010.20 	1013.59 	984.85 e	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,HU10	: 	: 	: 	: 	: 	: 	1006.34 e	981.38 e	976.46 e	972.40 e	961.94 	965.86 	961.23 	952.37 	819.14 b	821.39 	819.19 	821.36 	817.83 	802.41 	803.09 	777.47 e	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,HU21	: 	: 	: 	: 	: 	: 	991.65 e	973.79 e	975.38 e	980.11 e	988.94 	997.62 	1003.55 	1006.37 	1008.34 b	961.62 	963.12 	965.23 	972.34 	942.73 	961.95 	924.76 e	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,HU22	: 	: 	: 	: 	: 	: 	1111.78 e	1112.12 e	1112.88 e	1112.81 e	1157.37 	1139.07 	1120.55 	1127.75 	1125.87 b	1045.77 	1024.84 	1014.96 	975.47 	972.52 	972.29 	917.10 e	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,HU23	: 	: 	: 	: 	: 	: 	1142.68 e	1153.17 e	1148.80 e	1164.61 e	1220.21 	1231.14 	1239.22 	1247.11 	1263.28 b	1347.97 	1327.09 	1335.88 	1370.15 	1382.76 	1354.51 	1280.36 e	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,HU31	: 	: 	: 	: 	: 	: 	1228.03 e	1289.49 e	1253.36 e	1266.03 e	1275.57 	1280.00 	1302.13 	1481.88 	1379.23 b	1279.50 	1221.12 	1228.88 	1212.94 	1203.66 	1210.12 	1177.70 e	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,HU32	: 	: 	: 	: 	: 	: 	1240.09 e	1226.78 e	1214.71 e	1220.59 e	1183.76 	1181.26 	1189.40 	1275.99 	1243.59 b	1217.55 	1177.25 	1177.14 	1178.26 	1164.27 	1154.88 	1187.49 e	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,HU33	: 	: 	: 	: 	: 	: 	1456.31 e	1429.66 e	1437.92 e	1431.30 e	1384.03 	1388.31 	1332.53 	1340.74 	1333.04 b	1261.50 	1262.73 	1200.33 	1147.84 	1153.31 	1177.75 	1144.94 e	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,IE	: 	: 	: 	: 	: 	: 	2886.41 	2840.09 	2871.94 	2858.63 	2820.25 	2608.78 	2576.92 b	1278.71 	1182.19 	1096.78 	1046.52 	987.69 	922.13 	863.41 	781.53 	708.73 	702.64 	668.15 	638.56 	589.45 	541.14 	512.84 	472.99 
HAB_P,HBEDI_PSY,IE01	: 	: 	: 	: 	: 	: 	4647.68 	4659.82 	4930.08 	4842.25 	5367.10 	5478.10 	4113.26 b	1683.21 	1439.00 	1247.71 	1227.62 	1211.69 	1033.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,IE02	: 	: 	: 	: 	: 	: 	2536.48 	2484.63 	2488.21 	2481.57 	2397.91 	2228.79 	2265.03 b	1175.27 	1109.94 	1050.40 	993.06 	925.37 	887.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,IS	: 	: 	: 	: 	: 	2313.37 	2281.48 	2257.83 	2158.43 	2109.97 	2098.77 	2078.70 	1676.31 	1636.15 	1684.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,IS00	: 	: 	: 	: 	: 	2313.37 	2281.48 	2257.83 	2158.43 	2109.97 	2098.77 	2078.70 	1676.31 	1636.15 	1684.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDI_PSY,IT	: 	: 	: 	: 	: 	: 	10708.97 	10774.40 	10504.70 	10478.65 	9756.73 	9735.16 	9259.69 	8933.44 	8517.46 	7575.76 	7469.33 	7586.18 	7347.85 	6930.52 	6939.60 	6746.25 	6175.71 	3023.16 	2520.99 	1822.64 	2060.84 	1453.27 	1432.71 
HAB_P,HBEDI_PSY,ITC1	: 	: 	: 	: 	: 	: 	10313.92 	10650.56 	10589.96 	11223.28 	5933.31 	5263.18 	4603.15 	4165.10 	4240.91 	4133.68 	4155.31 	4010.61 	3956.04 	3951.02 	3954.74 	3898.66 	3792.64 	3735.12 	3021.40 	2780.05 	3340.53 	2266.48 	2027.09 
