unit,age,sex,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 
NR,Y65-74,T,LU	: 	: 	: 	: 	185 	157 	139 b	142 	121 	117 	102 	91 	95 	89 	89 	88 	84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,LV	: 	895 	849 	842 	810 	810 	797 	825 	868 	859 	863 	903 b	1080 	1131 	1012 	906 	819 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,MT	: 	90 	78 	74 	70 	63 	63 	88 	78 	69 	69 b	81 	91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,NL	: 	4102 	3652 	3416 b	3148 	2827 	2608 	2334 b	2034 	1821 	1501 	1098 	1023 	894 	803 	928 	825 	773 	792 	750 	722 	685 	597 b	4514 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1993 	: 	: 	: 	: 	: 
NR,Y65-74,T,NO	2555 	2445 	2411 	2307 	2166 	2001 	1870 b	1895 	1785 	1662 	1579 	1443 	1361 b	1223 	1075 	1041 	932 	830 	808 	638 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,RO	: 	3884 	3510 	3085 	2448 	2125 	1791 	1786 d	1486 	1397 	1397 	1398 b	1386 	1522 	1327 	1213 	1387 	1402 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,RS	228 	498 b	: 	111 	80 	71 b	77 	94 	130 	114 	99 	65 	68 	88 	72 	61 	62 	111 	117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,SE	: 	: 	4466 	4885 	4761 	4615 	4663 	4563 	4200 	3768 	3243 	2812 	2445 	1957 	1839 	1561 	1393 	1281 	1008 	945 	745 	661 	565 	615 	576 	659 	649 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,SI	: 	478 	557 	497 	423 	293 	282 	290 	266 	249 	267 	223 	221 	218 	176 	147 	110 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,SK	: 	3269 	3014 	2720 	2367 	2177 	1948 	1788 	1632 	1449 	1298 	1265 	1174 	1043 	925 	735 	654 	678 	579 	576 	570 	654 	586 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,TR	: 	5111 	4993 	4607 b	4512 e	4357 e	4250 e	4080 e	4024 e	3904 e	3792 e	3714 e	3569 e	3405 e	3261 e	3143 e	3034 e	2921 e	2842 e	2766 e	2702 e	2564 e	2396 e	2259 e	2152 e	2080 e	2040 e	1980 e	1837 e	1714 e	1639 e	1524 e	1405 e	1279 e	1168 e	1127 e	1096 e	1029 e	971 e	931 e	855 e	820 e
NR,Y65-74,T,UK	: 	: 	3727 	3733 e	3363 	3030 	2904 b	3098 	2987 	2844 	2575 	2376 	2378 b	2395 	1820 	1674 	1649 	1468 	1108 	975 	993 	939 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,F,AT	71 	67 	63 	62 	62 	58 	73 	87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,F,BE	: 	124 	110 	107 	96 	92 	84 	74 	64 	65 	52 	53 	48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,F,BG	: 	469 	433 	426 	361 	264 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,F,CH	151 	143 	138 	129 	111 	99 	83 	66 	60 	48 	48 	35 	43 	36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,F,CY	: 	: 	9 	10 	7 	6 	4 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,F,CZ	: 	688 e	474 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,F,DK	: 	: 	40 	34 	28 	22 	19 	15 	14 	8 	5 	8 	10 	7 	4 	7 	7 	5 	3 	3 	3 	4 	2 	2 	1 	6 	8 	8 	5 	5 	0 	1 	1 	2 	2 	1 	3 	1 	4 	3 	4 	6 
NR,Y_GE75,F,EE	: 	137 	146 	154 	168 	151 	120 	107 	80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,F,FR	: 	491 	432 	364 	331 	273 	249 	221 	192 	178 	157 b	189 	179 b	231 	211 	276 	310 	271 	243 	222 	187 	161 	140 	126 	93 	122 	99 	113 	106 	110 	103 	110 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,F,HR	: 	1 	5 	2 	4 	4 	7 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,F,HU	: 	533 b	767 	618 	509 	406 	346 b	473 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,F,IE	28 b	32 	35 	37 	26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,F,IT	380 p	296 	279 	223 	193 	217 	180 	161 	141 	126 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,F,LI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 b	0 d	0 d	0 d	0 d	0 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,F,LT	: 	126 e	159 e	256 be	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,F,LU	: 	: 	: 	: 	4 	4 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,F,LV	: 	188 	190 	202 	216 	229 	217 	203 	167 	142 	111 	87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,F,MT	: 	1 	0 	1 	1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,F,RO	: 	28 	33 	54 	78 	16 	20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,F,RS	2 	2 b	: 	1 	0 	0 b	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,F,SE	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	4 	12 	9 	17 	14 	10 	9 	10 	10 	7 	7 	4 	4 	5 	10 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,F,SI	: 	5 	0 	0 	5 	1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,F,TR	: 	170 	158 	152 b	148 e	143 e	140 e	134 e	132 e	128 e	125 e	122 e	117 e	112 e	107 e	103 e	100 e	96 e	94 e	91 e	89 e	84 e	79 e	74 e	71 e	68 e	67 e	65 e	60 e	56 e	54 e	50 e	46 e	42 e	38 e	37 e	36 e	34 e	32 e	31 e	28 e	27 e
NR,Y_GE75,F,UK	: 	: 	51 	40 e	32 	26 	25 b	32 	19 	14 	11 	10 	8 b	7 	11 	9 	10 	6 	3 	4 	4 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,M,AT	431 	382 	354 	354 	314 	298 	391 	428 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,M,BE	: 	1124 	1065 	1035 	1047 	1092 	1008 	982 	945 	923 	861 	819 	784 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,M,BG	: 	415 	436 	418 	394 	299 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,M,CH	701 	641 	575 	519 	437 	370 	333 	288 	251 	214 	199 	173 	179 	161 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,M,CY	: 	: 	100 	87 	71 	68 	62 	43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,M,CZ	: 	623 e	541 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,M,DK	: 	: 	216 	197 	163 	142 	130 	115 	95 	83 	83 	64 	63 	46 	51 	47 	55 	51 	23 	24 	17 	20 	15 	12 	11 	54 	61 	65 	73 	65 	22 	25 	29 	29 	25 	27 	32 	35 	41 	40 	34 	34 
NR,Y_GE75,M,EE	: 	44 	45 	46 	48 	53 	49 	42 	41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,M,FR	: 	2550 	2274 	1990 	1768 	1508 	1344 	1206 	1083 	906 	808 b	737 	672 b	673 	673 	865 	978 	863 	772 	715 	609 	536 	471 	404 	309 	476 	474 	517 	540 	559 	577 	591 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,M,HR	: 	4 	13 	13 	22 	21 	19 	19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,M,HU	: 	732 b	1159 	969 	860 	721 	599 b	792 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,M,IE	146 b	160 	149 	162 	129 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,M,IT	4104 p	3354 	2976 	2544 	2239 	2836 	2470 	2538 	2236 	2049 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,M,LI	0 	2 	2 	1 	1 	1 	1 	0 	0 	0 	0 	0 b	1 d	1 d	0 d	0 d	0 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,M,LT	: 	56 e	74 e	107 be	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,M,LU	: 	: 	: 	: 	25 	23 	22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,M,LV	: 	67 	64 	66 	68 	66 	63 	61 	53 	43 	38 	32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,M,MT	: 	25 	21 	24 	22 	22 	21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,M,RO	: 	48 	58 	55 	69 	41 	40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,M,RS	0 	0 b	: 	0 	0 	0 b	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,M,SE	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	32 	31 	27 	72 	64 	49 	51 	32 	47 	32 	26 	20 	31 	24 	39 	39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,M,SI	: 	17 	0 	0 	14 	10 	6 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,M,TR	: 	705 	668 	629 b	616 e	595 e	581 e	557 e	550 e	533 e	518 e	507 e	488 e	465 e	446 e	429 e	414 e	399 e	388 e	378 e	369 e	350 e	327 e	309 e	294 e	284 e	279 e	271 e	251 e	234 e	224 e	208 e	192 e	175 e	160 e	154 e	150 e	141 e	133 e	127 e	117 e	112 e
NR,Y_GE75,M,UK	: 	: 	256 	229 e	175 	134 	120 b	114 	111 	99 	90 	85 	65 b	50 	49 	38 	40 	37 	20 	22 	21 	20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,T,AT	502 	449 	417 	416 	376 	356 	464 	515 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,T,BE	: 	1248 	1175 	1142 	1143 	1184 	1092 	1056 	1009 	988 	913 	872 	832 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,T,BG	: 	884 	869 	844 	755 	563 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,T,CH	852 	784 	713 	648 	548 	469 	416 	354 	311 	262 	247 	208 	222 	197 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,T,CY	: 	: 	109 	97 	78 	74 	66 	46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,T,CZ	: 	1311 e	1015 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,T,DK	: 	: 	256 	231 	191 	164 	149 	130 	109 	91 	88 	72 	73 	53 	55 	54 	62 	56 	26 	27 	20 	24 	17 	14 	12 	60 	69 	73 	78 	70 	22 	26 	30 	31 	27 	28 	35 	36 	45 	43 	38 	40 
NR,Y_GE75,T,EE	: 	181 	191 	200 	216 	204 	169 	149 	121 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,T,FR	: 	3041 	2706 	2354 	2099 	1781 	1593 	1427 	1275 	1084 	965 b	926 	851 b	904 	883 	1142 	1288 	1134 	1014 	937 	795 	698 	611 	530 	402 	598 	573 	631 	645 	669 	680 	701 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,T,HR	: 	5 	18 	15 	26 	25 	26 	27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,T,HU	: 	1265 b	1926 	1587 	1369 	1127 	945 b	1265 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,T,IE	174 b	192 	184 	199 	155 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,T,IT	4484 p	3650 	3255 	2767 	2433 	3053 	2650 	2699 	2377 	2175 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,T,LI	0 	2 	2 	1 	1 	1 	1 	0 	0 	0 	0 	0 b	1 d	1 d	0 d	0 d	0 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,T,LT	: 	182 e	233 e	363 be	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,T,LU	: 	: 	: 	: 	29 	27 	26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,T,LV	: 	255 	254 	268 	284 	295 	280 	264 	220 	185 	149 	119 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,T,MT	: 	26 	21 	25 	23 	23 	22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,T,RO	: 	76 	91 	109 	147 	57 	60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,T,RS	2 	2 b	: 	1 	0 	0 b	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,T,SE	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	36 	43 	36 	89 	78 	59 	60 	42 	57 	39 	33 	24 	35 	29 	49 	45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,T,SI	: 	22 	0 	0 	19 	11 	7 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_GE75,T,TR	: 	875 	826 	781 b	764 e	738 e	721 e	691 e	682 e	661 e	643 e	629 e	605 e	577 e	553 e	532 e	514 e	495 e	482 e	469 e	458 e	434 e	406 e	383 e	365 e	352 e	346 e	336 e	311 e	290 e	278 e	258 e	238 e	217 e	198 e	191 e	186 e	175 e	165 e	158 e	145 e	139 e
NR,Y_GE75,T,UK	: 	: 	307 	269 e	207 	160 	145 b	146 	130 	113 	101 	95 	73 b	57 	60 	47 	50 	43 	23 	26 	25 	26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,AT	5070 	4919 	4849 	4690 	4790 	4839 	4247 	4042 	4396 	4559 	4757 	4555 	4567 	4422 	4269 	4053 	3866 	3531 	3282 	3185 	3004 	2806 	2807 	2814 	2854 	3046 	3312 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,BE	: 	2998 	2845 	2742 	2478 	2257 	2035 	1797 	1652 	1521 	1535 	1522 	1608 	1572 	1587 	1575 	1663 	1764 	1841 	1863 	1908 	1853 	1807 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,BG	: 	2601 	2312 	2160 	2095 	1909 	1565 	1262 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,CH	2713 	2767 	2719 	2798 	2807 	2755 	2699 	2600 	2326 	2108 	2031 	1975 	2183 	2192 b	2202 	2320 	2358 	2452 	2516 	2311 	2190 	2163 	: 	: 	: 	1975 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,CY	: 	: 	242 	221 	198 	196 	201 	198 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	48 	: 	: 	: 	: 	53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,CZ	: 	6411 e	6232 be	: 	: 	: 	: 	: 	4429 	4453 	4315 	4148 	4041 	3910 	3913 	3861 	3976 	4022 	4154 	4098 	4099 	4072 b	4008 	3919 	4070 	4064 	3990 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,DE	: 	42714 	41847 	41088 	40867 	40305 	39323 	38417 	37321 	34513 	33848 	31732 	29605 	27854 	26150 	24900 	23431 	24077 	23782 	24084 	24626 	24813 	25176 	26319 	26994 	29152 	29393 	29668 	28913 	27936 	26937 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,DK	: 	: 	3568 	3459 	3220 	2944 	2742 	2638 	2697 	2671 	2594 	2467 	2422 	2348 	2220 	2142 	2019 	1787 	1608 	1449 	1249 	1217 	1204 	1174 	1159 	1160 	1139 	1171 	1189 	1251 b	1196 	1169 	1186 	1141 	1199 	1172 	1135 	1105 	1033 	928 	724 	715 
NR,Y_LT35,F,EE	: 	663 	659 	667 	647 	631 	614 	589 	559 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
