unit,facility,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 
NR,NRCBED,DEF	: 	: 	: 	: 	: 	: 	41010.00 	: 	40703.00 	: 	40496.00 	: 	39670.00 e	: 	37953.00 	: 	37105.00 	: 	32777.00 	: 	33097.00 	: 	31688.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,DEG	: 	: 	: 	: 	: 	: 	27959.00 	: 	26433.00 	: 	24803.00 	: 	22815.00 e	: 	20969.00 	: 	19845.00 	: 	18023.00 	: 	16962.00 	: 	15978.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,DK	40549 b	42881.00 	42886.00 	43069.00 	43176.00 	50776.00 	50678.00 	50182.00 	49562.00 	48611.00 	47381.00 	47133.00 	52663.00 	53955.00 	55801 b	45008.00 	44280.00 	44277.00 	44036.00 	46065.00 	46322.00 	46066.00 	46068.00 	48410.00 	46791.00 	48094.00 	46843.00 	46994 b	44636.00 	46235.00 	48134.00 	51162.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,EE	: 	10580.00 	10295.00 	9244.00 	8967.00 	8742.00 	8540.00 	8054 b	10375 b	9252.00 	8722.00 	8459.00 	8146.00 	7787.00 	7378.00 	7078.00 	6769.00 	6437.00 	6266.00 	6215.00 	6046.00 	6036.00 	5961.00 	5917.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,EE00	: 	: 	: 	: 	: 	: 	11329.00 	10902.00 	10375.00 	9252.00 	8722.00 	8459.00 	8146.00 	7787.00 	7378.00 	7078.00 	6769.00 	6437.00 	6266.00 	6215.00 	6046.00 	6036.00 	5961.00 	5917.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,EL	: 	: 	4232 d	4271 d	4237 d	4249 d	4268 d	4204 d	4143 d	4112 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2490.00 	2535.00 	2414.00 	2580.00 	2630.00 	2710.00 	2710.00 	2710.00 	: 	3045.00 	3045.00 	3100.00 	3100.00 	2900.00 	2700.00 	2500.00 	2250.00 	2040.00 	1830.00 	1620.00 	1400.00 
NR,NRCBED,EL30	: 	: 	: 	: 	: 	: 	896.00 	900.00 	900.00 	847.00 	915.00 	886.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,EL42	: 	: 	: 	: 	: 	: 	: 	: 	81.00 	81.00 	80.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,EL43	: 	: 	: 	: 	: 	: 	116.00 	62.00 	235.00 	111.00 	35.00 	160.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,EL51	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,EL52	: 	: 	: 	: 	: 	: 	402.00 	402.00 	433.00 	417.00 	208.00 	359.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,EL53	: 	: 	: 	: 	: 	: 	: 	10.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,EL54	: 	: 	: 	: 	: 	: 	46.00 	42.00 	42.00 	: 	44.00 	44.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,EL61	: 	: 	: 	: 	: 	: 	50.00 	67.00 	16.00 	: 	24.00 	24.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,EL62	: 	: 	: 	: 	: 	: 	111.00 	119.00 	119.00 	107.00 	130.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,EL63	: 	: 	: 	: 	: 	: 	55.00 	61.00 	: 	: 	55.00 	30.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,EL65	: 	: 	: 	: 	: 	: 	137.00 	108.00 	92.00 	92.00 	92.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ES	: 	399046 d	399417 d	391475 d	386873 d	383995 d	381333 d	377920 d	371064 d	374518 d	372628 bd	245927 d	225369 d	199304 d	193422 d	156973 d	137621 d	138354 d	70449 d	62169 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ES11	: 	: 	: 	: 	: 	: 	22306.00 	21243.00 	19489.00 	22348.00 	21053.00 	5745.00 d	8656.00 d	8108.00 d	8612.00 d	8631.00 d	6839.00 d	6990.00 d	2754.00 d	2329.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ES12	: 	: 	: 	: 	: 	: 	14564.00 	14881.00 	14775.00 	14482.00 	14027.00 	3798.00 d	2794.00 d	2742.00 d	2446.00 d	2355.00 d	1736.00 d	1736.00 d	1730.00 d	1570.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ES13	: 	: 	: 	: 	: 	: 	5639.00 	5597.00 	5543.00 	5663.00 	6183.00 	5125.00 d	3359.00 d	3349.00 d	3070.00 d	3273.00 d	2342.00 d	1424.00 d	1115.00 d	1115.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ES21	: 	: 	: 	: 	: 	: 	20054.00 	20466.00 	17964.00 	23515.00 	17723.00 	13236.00 d	7213.00 d	5620.00 d	5876.00 d	5747.00 d	5227.00 d	5928.00 d	3844.00 d	3613.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ES22	: 	: 	: 	: 	: 	: 	6621.00 	6580.00 	5821.00 	5815.00 	5956.00 	1651.00 d	3593.00 d	3401.00 d	1096.00 d	2962.00 d	2884.00 d	2187.00 d	885.00 d	885.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ES23	: 	: 	: 	: 	: 	: 	3218.00 	3072.00 	3039.00 	3069.00 	3064.00 	2955.00 d	1035.00 d	869.00 d	864.00 d	859.00 d	580.00 d	560.00 d	623.00 d	573.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ES24	: 	: 	: 	: 	: 	: 	15319.00 	17254.00 	16624.00 	17335.00 	18094.00 	8132.00 d	4018.00 d	3539.00 d	8152.00 d	4983.00 d	4768.00 d	3465.00 d	1466.00 d	1394.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ES30	: 	: 	: 	: 	: 	: 	52245.00 	52087.00 	50889.00 	49865.00 	50409.00 	21251.00 d	19639.00 d	18195.00 d	16736.00 d	14201.00 d	11938.00 d	10255.00 d	8618.00 d	7778.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ES41	: 	: 	: 	: 	: 	: 	28166.00 	45425.00 	44648.00 	43867.00 	43448.00 	31491.00 d	29333.00 d	25648.00 d	24744.00 d	23160.00 d	22951.00 d	20998.00 d	3302.00 d	2889.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ES42	: 	: 	: 	: 	: 	: 	45783.00 	27579.00 	25821.00 	25676.00 	25593.00 	24604.00 d	23066.00 d	19675.00 d	7696.00 d	6274.00 d	: d	4363.00 d	3191.00 d	3178.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ES43	: 	: 	: 	: 	: 	: 	12878.00 	8843.00 	13072.00 	13072.00 	12172.00 	5721.00 d	4963.00 d	5141.00 d	4500.00 d	4095.00 d	3823.00 d	3379.00 d	1630.00 d	1591.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ES51	: 	: 	: 	: 	: 	: 	64334.00 	64000.00 	63089.00 	62484.00 	61966.00 	54630.00 d	52446.00 d	50304.00 d	48458.00 d	46314.00 d	44948.00 d	49356.00 d	18463.00 d	16838.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ES52	: 	: 	: 	: 	: 	: 	27162.00 	27256.00 	27131.00 	27079.00 	27415.00 	24907.00 d	23579.00 d	22856.00 d	22345.00 d	19821.00 d	17956.00 d	15792.00 d	10733.00 d	8080.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ES53	: 	: 	: 	: 	: 	: 	5516.00 	5452.00 	5328.00 	3776.00 	7183.00 	2306.00 d	3597.00 d	1333.00 d	1520.00 d	1475.00 d	: d	1760.00 d	1760.00 d	1740.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ES61	: 	: 	: 	: 	: 	: 	44219.00 	43560.00 	42913.00 	42257.00 	44071.00 	33756.00 d	31530.00 d	23186.00 d	32022.00 d	7816.00 d	7141.00 d	6669.00 d	5802.00 d	4332.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ES62	: 	: 	: 	: 	: 	: 	3194.00 	4632.00 	4949.00 	4733.00 	4763.00 	2298.00 d	2050.00 d	1465.00 d	1465.00 d	1160.00 d	1283.00 d	1413.00 d	792.00 d	822.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ES63	: 	: 	: 	: 	: 	: 	142.00 	178.00 	160.00 	170.00 	201.00 	: d	: d	132.00 d	84.00 d	: d	: d	: d	: d	: d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ES64	: 	: 	: 	: 	: 	: 	311.00 	317.00 	311.00 	320.00 	320.00 	200.00 d	277.00 d	144.00 d	139.00 d	166.00 d	139.00 d	76.00 d	54.00 d	54.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ES70	: 	: 	: 	: 	: 	: 	9662.00 	9498.00 	9498.00 	8992.00 	8987.00 	4121.00 d	4221.00 d	3597.00 d	3597.00 d	3681.00 d	3066.00 d	2003.00 d	3687.00 d	3388.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FI	: 	67427.00 	65287.00 	65983.00 	65547.00 	66140.00 	64705.00 	63111.00 	61575.00 	60437.00 	60486.00 	58342.00 	55963.00 	53884.00 	51487.00 	48447.00 	42883.00 	40795.00 	39203.00 	38315.00 	36140.00 	34165.00 	33279.00 	31548.00 	30715.00 	28375.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FI19	: 	: 	: 	: 	: 	: 	17669.00 	17352.00 	16588.00 	16152.00 	16117.00 	15633.00 	15049.00 	15045.00 	14380.00 	13445.00 	12337.00 	11602.00 	11148.00 	10991.00 	10460.00 	10232.00 b	9626.00 	9145.00 	8941.00 	8972.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FI1B	: 	: 	: 	: 	: 	: 	14496.00 	13947.00 	14038.00 	13989.00 	13868.00 	13407.00 	12962.00 	12452.00 	12258.00 	11709.00 	9651.00 	9324.00 	9199.00 	9157.00 	8555.00 	7843.00 b	7744.00 	7335.00 	7025.00 	5789.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FI1C	: 	: 	: 	: 	: 	: 	14889.00 	14675.00 	14023.00 	13857.00 	14121.00 	13815.00 	12932.00 	12608.00 	11636.00 	10866.00 	9684.00 	9274.00 	8954.00 	8727.00 	8082.00 	7850.00 b	7562.00 	7282.00 	6916.00 	6452.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FI1D	: 	: 	: 	: 	: 	: 	17213.00 	16729.00 	16521.00 	16179.00 	16043.00 	15176.00 	14723.00 	13510.00 	12955.00 	12219.00 	10981.00 	10399.00 	9701.00 	9241.00 	8863.00 	8160.00 b	8191.00 	7634.00 	7726.00 	7139.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FI20	: 	: 	: 	: 	: 	: 	437.00 	406.00 	404.00 	260.00 	336.00 	309.00 	291.00 	265.00 	256.00 	207.00 	228.00 	192.00 	199.00 	195.00 	176.00 	68.00 b	152.00 	149.00 	102.00 	2.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FR	: 	659416.00 	660608.00 	658713.00 	656307.00 	653013.00 	649554.00 	642168.00 	634523.00 	623469.00 	610962.00 	584673.00 	543402.00 	516971.00 	501170.00 	494697.00 	483946.00 	472596.00 	462449.00 	454435.00 	449162.00 	449218.00 	445397.00 	444077.00 	436095.00 	425539.00 	425959.00 	414039.00 	401800.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FR10	: 	: 	: 	: 	: 	: 	: 	: 	66310.00 	65627.00 	63598.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FR21	: 	: 	: 	: 	: 	: 	: 	: 	13308.00 	12838.00 	12659.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FR22	: 	: 	: 	: 	: 	: 	: 	: 	16818.00 	16709.00 	16462.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FR23	: 	: 	: 	: 	: 	: 	: 	: 	16503.00 	16461.00 	16531.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FR24	: 	: 	: 	: 	: 	: 	: 	: 	30566.00 	30167.00 	29894.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FR25	: 	: 	: 	: 	: 	: 	: 	: 	18390.00 	18126.00 	17612.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FR26	: 	: 	: 	: 	: 	: 	: 	: 	24506.00 	24285.00 	23715.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FR30	: 	: 	: 	: 	: 	: 	: 	: 	31238.00 	29397.00 	28464.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FR41	: 	: 	: 	: 	: 	: 	: 	: 	23028.00 	22665.00 	22018.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FR42	: 	: 	: 	: 	: 	: 	: 	: 	17202.00 	16770.00 	16798.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FR43	: 	: 	: 	: 	: 	: 	: 	: 	10709.00 	10512.00 	10186.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FR51	: 	: 	: 	: 	: 	: 	: 	: 	49936.00 	48711.00 	47624.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FR52	: 	: 	: 	: 	: 	: 	: 	: 	42207.00 	41828.00 	41317.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FR53	: 	: 	: 	: 	: 	: 	: 	: 	25438.00 	24958.00 	24843.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FR61	: 	: 	: 	: 	: 	: 	: 	: 	37101.00 	36333.00 	35532.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FR62	: 	: 	: 	: 	: 	: 	: 	: 	36686.00 	36349.00 	35621.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FR63	: 	: 	: 	: 	: 	: 	: 	: 	10720.00 	10508.00 	10423.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FR71	: 	: 	: 	: 	: 	: 	: 	: 	61087.00 	60087.00 	59673.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FR72	: 	: 	: 	: 	: 	: 	: 	: 	20045.00 	19937.00 	19526.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FR81	: 	: 	: 	: 	: 	: 	: 	: 	27953.00 	27457.00 	25471.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FR82	: 	: 	: 	: 	: 	: 	: 	: 	48104.00 	47234.00 	46982.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FR83	: 	: 	: 	: 	: 	: 	: 	: 	1820.00 	1750.00 	1541.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FRA1	: 	: 	: 	: 	: 	: 	: 	: 	917.00 	860.00 	736.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FRA2	: 	: 	: 	: 	: 	: 	: 	: 	1684.00 	1686.00 	1585.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FRA3	: 	: 	: 	: 	: 	: 	: 	: 	301.00 	241.00 	235.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FRA4	: 	: 	: 	: 	: 	: 	: 	: 	1946.00 	1967.00 	1916.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FRA5	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	6.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,FX	: 	: 	: 	: 	: 	: 	: 	: 	629675.00 	618709.00 	606490.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,HR	: 	9966.00 	9262.00 	9178.00 	9410.00 	10339.00 	9482.00 	9503.00 	8846.00 	8978.00 	8747.00 	8938.00 	8479.00 	8188.00 	8147.00 	7710.00 	7778.00 	7161.00 	6435.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,HR03	: 	: 	: 	: 	: 	: 	3035.00 	2948.00 	2808.00 	2741.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,HR04	: 	: 	: 	: 	: 	: 	6447.00 	6555.00 	6038.00 	6237.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,HU	: 	84687.00 	84065.00 	83907.00 	83518.00 	83460.00 	83746.00 	83297.00 	83216.00 	82885.00 	82788.00 	82551.00 	82371.00 	80904.00 	80349.00 	76654.00 	75887.00 	73535.00 	71727.00 	69879.00 	67741.00 	65990.00 	64078 b	71566.00 	68721.00 	66471.00 	63570.00 	60140.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,HU10	: 	: 	: 	: 	: 	: 	18592.00 	18325.00 	18254.00 	21227.00 	21428.00 	21537.00 	21780.00 	21687.00 	21503.00 	19977.00 	20041.00 	19784.00 	18945.00 	18468.00 	17944.00 	16848.00 	16439.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,HU21	: 	: 	: 	: 	: 	: 	8936.00 	8895.00 	8798.00 	8121.00 	8070.00 	7946.00 	7896.00 	7711.00 	7695.00 	7215.00 	7225.00 	6859.00 	6677.00 	6527.00 	6317.00 	6198.00 	6133.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,HU22	: 	: 	: 	: 	: 	: 	9120.00 	9160.00 	9179.00 	7517.00 	7380.00 	7478.00 	7459.00 	7225.00 	7265.00 	6964.00 	6745.00 	6664.00 	6355.00 	6340.00 	5940.00 	5768.00 	5426.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,HU23	: 	: 	: 	: 	: 	: 	9654.00 	9593.00 	9638.00 	9322.00 	9165.00 	9289.00 	9297.00 	8898.00 	8841.00 	8566.00 	8086.00 	7585.00 	8089.00 	7902.00 	7712.00 	7503.00 	7345.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,HU31	: 	: 	: 	: 	: 	: 	10145.00 	10168.00 	10132.00 	10135.00 	10127.00 	9979.00 	9875.00 	9747.00 	9378.00 	9105.00 	9019.00 	8731.00 	8699.00 	8436.00 	8211.00 	8258.00 	8054.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
